"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: HCIM MedicationAgreement-v1.0(2017EN)","Mapping: HCIM InstructionsForUse-v1.0(2017EN)","Mapping: HCIM BasicElements-v1.0(2017EN)","Mapping: Medication Process v09","Mapping: Workflow Mapping","Mapping: Mapping to NCPDP SCRIPT 10.6","Mapping: RIM Mapping","Mapping: W5 Mapping","Mapping: HL7 v2 Mapping"
"MedicationRequest","MedicationRequest","","Prescription
OrderMedicatieafspraak","",0,*,"","","","null {[]} {[]}
","MedicationAgreement","A medication agreement is a prescriber’s proposal for a patient to use medication. An agreement to discontinue the use of medication is also a medication agreement.","","","","","","","","","",,,,,"",,,,"MedicationRequest",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-1:If the resource is contained in another resource, it SHALL NOT contain any narrative {contained.text.empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource {contained.where(('#'+id in %resource.descendants().reference).not()).empty()}","NL-CM:9.6.9580","..Request","Message/Body/NewRx","Entity. Role, or Act","CombinedMedicationRequest","clinical.medication"
"MedicationRequest.id","MedicationRequest.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"MedicationRequest.extension:additionalInformation.extension","MedicationRequest.extension.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","","n/a"
"MedicationRequest.extension:additionalInformation.url","MedicationRequest.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://nictiz.nl/fhir/StructureDefinition/zib-Medication-AdditionalInformation""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"MedicationRequest.extension:additionalInformation.value[x]","MedicationRequest.extension.value[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Value of extension","Value of extension - may be a resource or one of a constrained set of the data types (see Extensibility in the spec for list).","","","","","","","","","",,,,,"","type:$this}
","",,"closed","Extension.value[x]",0,1,"","","N/A"
"MedicationRequest.extension:additionalInformation.value[x]:valueCodeableConcept","MedicationRequest.extension.value[x]","valueCodeableConcept","","",0,1,"","","","CodeableConcept {[]} {[]}
","Value of extension","Value of extension - may be a resource or one of a constrained set of the data types (see Extensibility in the spec for list).","","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <system value=""urn:oid:2.16.840.1.113883.2.4.3.11.60.20.77.5.2.3.2050""/>
    <code value=""1""/>
    <display value=""Bewust hoge dosering""/>
  </coding>
</valueCodeableConcept>","","",,"extensible","MedicatieafspraakAanvullendeInformatieCodelijst","http://decor.nictiz.nl/fhir/ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.9.6.3--20171231000000","",,,,"Extension.value[x]",0,1,"","","N/A"
"MedicationRequest.extension:medicationTreatment","MedicationRequest.extension","medicationTreatment","Medicamenteuze behandeling
","",0,1,"","","","Extension {[CanonicalType[http://nictiz.nl/fhir/StructureDefinition/zib-Medication-MedicationTreatment]]} {[]}
","Medication Treatment","This extension is to describe which overarching medication treatment this information is part of. This is done by the use of an identifier of that medication treatment.","No HCIM concept is available for this element. Therefore a mapping to the relevant Medication Process data element is provided.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","mp-dataelement900-22092","n/a","N/A"
"MedicationRequest.extension:nl-core-episodeofcare","MedicationRequest.extension","nl-core-episodeofcare","","",0,*,"","","","Extension {[CanonicalType[http://nictiz.nl/fhir/StructureDefinition/extension-context-nl-core-episodeofcare]]} {[]}
","Optional Extensions Element","Optional Extension Element - found in all resources.","It is recommended to use the nl-core-episodeofcare extension to reference nl-core-episodeofcare (EpisodeOfCare) instances rather than the `context` element, as this approach will be enforced in FHIR R4.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a","N/A"
"MedicationRequest.modifierExtension","MedicationRequest.modifierExtension","","","",0,*,"","Y","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","DomainResource.modifierExtension",0,*,"",""
"MedicationRequest.modifierExtension:stopType","MedicationRequest.modifierExtension","stopType","","MedicatieafspraakStopType",0,1,"","Y","","Extension {[CanonicalType[http://nictiz.nl/fhir/StructureDefinition/zib-Medication-StopType]]} {[]}
","StopType","The manner in which (and indicator that) this medication is discontinued (temporarily or permanently).","","","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","NL-CM:9.6.19954"
"MedicationRequest.modifierExtension:stopType.id","MedicationRequest.modifierExtension.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"MedicationRequest.modifierExtension:stopType.extension","MedicationRequest.modifierExtension.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","","n/a"
"MedicationRequest.modifierExtension:stopType.url","MedicationRequest.modifierExtension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://nictiz.nl/fhir/StructureDefinition/zib-Medication-StopType""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"MedicationRequest.modifierExtension:stopType.value[x]","MedicationRequest.modifierExtension.value[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Value of extension","Value of extension - may be a resource or one of a constrained set of the data types (see Extensibility in the spec for list).","","","","","","","","","",,,,,"","type:$this}
","",,"closed","Extension.value[x]",0,1,"","","N/A"
"MedicationRequest.modifierExtension:stopType.value[x]:valueCodeableConcept","MedicationRequest.modifierExtension.value[x]","valueCodeableConcept","","",0,1,"","","","CodeableConcept {[]} {[]}
","Value of extension","Value of extension - may be a resource or one of a constrained set of the data types (see Extensibility in the spec for list).","","","","","","","","","",,"required","","http://decor.nictiz.nl/fhir/ValueSet/2.16.840.1.113883.2.4.3.11.60.20.77.11.19--20160617101300","",,,,"Extension.value[x]",0,1,"","","N/A"
"MedicationRequest.modifierExtension:repeatPeriodCyclicalSchedule","MedicationRequest.modifierExtension","repeatPeriodCyclicalSchedule","","HerhaalperiodeCyclischSchema",0,1,"","Y","","Extension {[CanonicalType[http://nictiz.nl/fhir/StructureDefinition/zib-Medication-RepeatPeriodCyclicalSchedule]]} {[]}
","RepeatPeriodCyclicalSchedule","The repeated period in a cyclical schedule (of one or more dosing instructions). A cyclic schedule is noted in days, the corresponding dosing duration is also in days.

Examples of a cyclical schedule: contraceptive pill (21 days, 1 pill 1x a day, then skip for 7 days, repeat), repeat period here is 28 days.
RepeatPeriodCyclicalSchedule","","","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() | (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","NL-CM:9.12.22505"
"MedicationRequest.identifier","MedicationRequest.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","External ids for this request","This records identifiers associated with this medication request that are defined by business processes and/or used to refer to it when a direct URL reference to the resource itself is not appropriate. For example a re-imbursement system might issue its own id for each prescription that is created.  This is particularly important where FHIR only provides part of an entire workflow process where records must be tracked through an entire system.","","","","","","","","","",,,,,"",,,,"MedicationRequest.identifier",0,*,"","","NL-CM:0.0.6","…identifer","Message/Header/PrescriberOrderNumber",".id","id","ORC-2-Placer Order Number / ORC-3-Filler Order Number"
"MedicationRequest.definition","MedicationRequest.definition","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ActivityDefinition], CanonicalType[http://hl7.org/fhir/StructureDefinition/PlanDefinition]]}
","Protocol or definition","Protocol or definition followed by this request.","","","","","","","","","",,,,,"",,,,"MedicationRequest.definition",0,*,"","","…definition",".outboundRelationship[typeCode=DEFN].target[classCode=unspecified]"
"MedicationRequest.basedOn","MedicationRequest.basedOn","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/CarePlan], CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicationRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/ProcedureRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/ReferralRequest]]}
","What request fulfills","A plan or request that is fulfilled in whole or in part by this medication request.","","","","","","","","","",,,,,"",,,,"MedicationRequest.basedOn",0,*,"","","…basedOn",".outboundRelationship[typeCode=FLFS].target[classCode=SBADM or PROC or PCPR or OBS, moodCode=RQO orPLAN or PRP]"
"MedicationRequest.groupIdentifier","MedicationRequest.groupIdentifier","","","",0,1,"","","Y","Identifier {[]} {[]}
","Composite request this is part of","A shared identifier common to all requests that were authorized more or less simultaneously by a single author, representing the identifier of the requisition or prescription.","","Requests are linked either by a ""basedOn"" relationship (i.e. one request is fulfilling another) or by having a common requisition. Requests that are part of the same requisition are generally treated independently from the perspective of changing their state or maintaining them after initial creation.","","","","","","","",,,,,"",,,,"MedicationRequest.groupIdentifier",0,1,"","","…groupIdentifier",".outboundRelationship(typeCode=COMP].target[classCode=SBADM, moodCode=INT].id"
"MedicationRequest.status","MedicationRequest.status","","","",0,1,"","Y","Y","code {[]} {[]}
","active | on-hold | cancelled | completed | entered-in-error | stopped | draft | unknown","A code specifying the current state of the order.  Generally this will be active or completed state.","This element is labeled as a modifier because the status contains codes that mark the resource as not currently valid.","","","","","","","","",,"required","A coded concept specifying the state of the prescribing event. Describes the lifecycle of the prescription","http://hl7.org/fhir/ValueSet/medication-request-status","",,,,"MedicationRequest.status",0,1,"","","…status","no mapping",".statusCode","status"
"MedicationRequest.intent","MedicationRequest.intent","","","",1,1,"","Y","Y","code {[]} {[]}
","proposal | plan | order | instance-order","Whether the request is a proposal, plan, or an original order.","It is expected that the type of requester will be restricted for different stages of a MedicationRequest.  For example, Proposals can be created by a patient, relatedPerson, Practitioner or Device.  Plans can be created by Practitioners, Patients, RelatedPersons and Devices.  Original orders can be created by a Practitioner only.An instance-order is an instantiation of a request or order and may be used to populate Medication Administration Record.

This element is labeled as a modifier because the intent alters when and how the resource is actually applicable.","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""order""/>","","","","",,"required","The kind of medication order","http://hl7.org/fhir/ValueSet/medication-request-intent","",,,,"MedicationRequest.intent",1,1,"","","…intent",".moodCode (nuances beyond PRP/PLAN/RQO would need to be elsewhere)","class"
"MedicationRequest.category","MedicationRequest.category","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type of medication usage","Indicates the type of medication order and where the medication is expected to be consumed or administered.","","","","","","","","","",,"preferred","A coded concept identifying where the medication ordered is expected to be consumed or administered","http://hl7.org/fhir/ValueSet/medication-request-category","",,,,"MedicationRequest.category",0,1,"","","Message/Body/NewRx/MedicationPrescribed/Directionsor Message/Body/NewRx/MedicationPrescribed/StructuredSIG",".inboundRelationship[typeCode=COMP].source[classCode=OBS, moodCode=EVN, code=""type of medication usage""].value","class"
"MedicationRequest.category.id","MedicationRequest.category.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"MedicationRequest.category.extension","MedicationRequest.category.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","","n/a"
"MedicationRequest.category.coding","MedicationRequest.category.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","A reference to a code defined by a terminology system.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.","","","","","","","",,,,,"","value:code}
","",,"open","CodeableConcept.coding",0,*,"","","union(., ./translation)","C*E.1-8, C*E.10-22"
"MedicationRequest.category.coding:medicationAgreementCode","MedicationRequest.category.coding","medicationAgreementCode","","",0,*,"","","Y","Coding {[]} {[]}
","MedicationAgreementCode","Category SNOMED code used for indexing/retrieval of the HCIM MedicationAgreement. The SNOMED code 16076005 for this resource is stated in the Medication Process v09.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","","union(., ./translation)","C*E.1-8, C*E.10-22"
"MedicationRequest.category.coding:medicationAgreementCode.id","MedicationRequest.category.coding.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"MedicationRequest.category.coding:medicationAgreementCode.extension","MedicationRequest.category.coding.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional Content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","","n/a"
"MedicationRequest.category.coding:medicationAgreementCode.system","MedicationRequest.category.coding.system","","","",0,1,"","","Y","uri {[]} {[]}
","Identity of the terminology system","The identification of the code system that defines the meaning of the symbol in the code.","The URI may be an OID (urn:oid:...) or a UUID (urn:uuid:...).  OIDs and UUIDs SHALL be references to the HL7 OID registry. Otherwise, the URI should come from HL7's list of FHIR defined special URIs or it should de-reference to some definition that establish the system clearly and unambiguously.","Need to be unambiguous about the source of the definition of the symbol.","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://snomed.info/sct""/>","","","","",,,,,"",,,,"Coding.system",0,1,"","","./codeSystem","C*E.3"
"MedicationRequest.category.coding:medicationAgreementCode.version","MedicationRequest.category.coding.version","","","",0,1,"","","Y","string {[]} {[]}
","Version of the system - if relevant","The version of the code system which was used when choosing this code. Note that a well-maintained code system does not need the version reported, because the meaning of codes is consistent across versions. However this cannot consistently be assured. and when the meaning is not guaranteed to be consistent, the version SHOULD be exchanged.","Where the terminology does not clearly define what string should be used to identify code system versions, the recommendation is to use the date (expressed in FHIR date format) on which that version was officially published as the version date.","","","","","","","","",,,,,"",,,,"Coding.version",0,1,"","","./codeSystemVersion","C*E.7"
"MedicationRequest.category.coding:medicationAgreementCode.code","MedicationRequest.category.coding.code","","","",0,1,"","","Y","code {[]} {[]}
","Symbol in syntax defined by the system","A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).","","Need to refer to a particular code in the system.","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""16076005""/>","","","","",,,,,"",,,,"Coding.code",0,1,"","","./code","C*E.1"
"MedicationRequest.category.coding:medicationAgreementCode.display","MedicationRequest.category.coding.display","","","",0,1,"","","Y","string {[]} {[]}
","Representation defined by the system","A representation of the meaning of the code in the system, following the rules of the system.","","Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.","","","","","","","",,,,,"",,,,"Coding.display",0,1,"","","CV.displayName","C*E.2 - but note this is not well followed"
